cas	id	score/f7.83125363f7.5543394	score/f3.96892066f7.5543394	score/f7.8423149f3.96892066	score/f7.65137389f7.54371056	score/f2.67183079f2.55375959	score/f4.05847317f3.04562355	score/f2.26835606f7.41543777	score/f4.19323137f2.26835606	score/f7.21512364f2.34609156	score/f2.10098149f2.26835606	score/f8.08686961f4.44197134	score/f1.9327416f2.26835606	score/f3.11155736f3.30174918	score/f6.36097057f6.13422123	score/f2.72536507f3.04562355	score/f8.33470473f6.67724044	score/f7.30971869f6.84334939	score/f4.64518419f5.23951002	score/f6.24620988f6.36097057	score/f3.58786783f2.47461135	score/f6.21704203f6.06044366	score/f6.98478217f7.76865622	score/f2.74415963f3.58786783	score/f3.18131412f2.74415963	score/f6.99371349f6.84334939	score/f7.15493875f2.16092068	score/f4.11516934f3.58786783	score/f4.26441488f4.11516934	score/f6.43833605f3.04562355	score/f1.91427696f2.11117558	score/f1.50892693f3.58786783	score/f5.86025971f5.61164911	score/f2.38065771f1.50892693	score/f1.37357132f1.50892693	score/f1.11970213f1.37357132	score/f5.97056593f5.86025971	score/f3.65800917f7.36383034	score/f7.47437275f7.33825723	score/f1.12989762f1.50892693	score/f4.00955893f3.58786783	score/f3.39722713f3.52922397	score/f3.15649363f4.05847317	score/f4.03764378f2.72536507	score/f4.53880071f5.21309637	score/f4.30671322f7.67911541	score/f3.37475199f1.50892693	score/f1.83683351f2.38065771	score/f2.61479076f6.84334939	score/f3.09422033f1.19139379	score/f6.26268833f3.04562355	score/f6.173676f4.07081943	score/f3.62745737f2.16092068	score/f2.9415488f8.33060653	score/f5.98390494f4.05847317	score/f2.65362897f6.13422123	score/f4.24945164f3.58786783	score/f2.36721772f4.30671322	score/f2.0802689f4.53880071	score/f1.48991788f3.18131412	score/f7.08725811f7.88000916	score/f6.12074843f3.04562355	score/f8.49620795f7.62955706	score/f2.8938235f2.74415963	score/f8.34870752f4.30671322	score/f7.95494567f2.27881983	score/f2.62446615f3.58786783	score/f0.91439674f1.01900188	score/f6.51473917f6.36097057	score/f7.26597854f4.19323137	score/f6.09812883f4.30671322	score/f5.32384267f6.13422123	score/f5.99956963f3.04562355	score/f2.8477771f4.07081943	score/f3.84184016f4.53880071	score/f7.95316535f4.19323137	score/f2.29228556f2.39563347	score/f3.41036438f4.64518419	score/f6.74609331f2.26835606	score/f1.79263619f1.64399104	score/f1.32800494f4.11516934	score/f5.49046355f6.13422123	score/f5.45413051f2.9415488	score/f4.62974974f6.24620988	score/f4.02377892f1.83683351	score/f6.48213498f4.61730956	score/f0.83155705f1.24709382	score/f3.17086713f5.86025971	score/f2.78078922f4.39112747	score/f1.10153829f1.2375346	score/f7.97917265f2.10098149	score/f7.17527913f6.87201597	score/f1.96535712f8.09635394	score/f3.6353089f2.26835606	score/f2.8200243f1.42052021	score/f2.31137638f3.11155736	score/f2.79038061f2.29228556	score/f6.72081819f7.8423149	score/f1.08829468f1.83683351	score/f0.86830182f1.54263629	score/f3.78517816f1.48991788	score/f3.69849025f7.08725811	score/f4.34452389f1.22665954	score/f3.20704457f4.45891829	score/f2.00966913f1.64399104	score/f4.48171741f1.22665954	score/f2.43158044f3.23015616	score/f8.24549261f6.30796788	score/f2.46419281f2.14161058	score/f3.01992633f2.43158044	score/f8.48640761f6.06044366	score/f5.60282437f3.04562355	score/f3.86525495f3.7539065	score/f5.19909117f7.81503062	score/f7.99540288f8.15267475	score/f3.00131145f3.92193576	score/f2.02327747f3.01992633	score/f7.07578926f6.36097057	score/f6.82959963f6.13422123	score/f4.52031939f4.35614714	score/f1.38821794f2.66759434	score/f8.30641865f6.13422123	score/f1.27162019f2.36721772	score/f3.51789794f1.24709382	score/f3.89303619f5.24436416	score/f3.74338363f3.24618599	score/f6.52446765f2.65362897	score/f4.27728549f4.00955893	score/f2.94437771f4.2967762	score/f1.18001829f3.6660258	score/f5.45933027f4.62974974	score/f7.7263651f7.117331	score/f6.71691438f7.5543394	score/f6.55095009f6.24620988	score/f0.97475418f2.47537718	score/f5.18848173f7.0109346	score/f8.22507171f3.00131145	score/f6.6336729f3.04562355	score/f3.43006857f3.23015616	score/f8.38761746f3.74338363	score/f4.14843399f1.8614884	score/f3.76460529f6.36097057	score/f6.89686185f4.07081943	score/f2.90444467f3.23015616	score/f8.1918897f8.33470473	score/f1.31378065f1.70904734	score/f3.82947275f4.26441488	score/f7.06217792f2.34609156	score/f1.61871485f1.01900188	score/f6.68878115f4.30671322	score/f8.02105451f7.90392089	score/f7.10426492f3.24618599	score/f5.29065005f6.24620988	score/f8.20628545f4.05847317	score/f5.51326463f1.66487509	score/f4.58958407f3.23015616	score/f3.29149357f2.17139329	score/f2.88363939f2.47461135	score/f8.34643622f4.00955893	score/f5.34719257f4.29740181	score/f2.92630419f5.24436416	score/f3.48227835f5.24436416	score/f5.52944098f6.36097057	score/f6.07064227f6.65703491	score/f2.63782808f1.50892693	score/f3.90357189f2.16092068	score/f2.21837317f4.00955893	score/f5.4446624f7.117331	score/f8.05600859f7.7263651	score/f7.02540525f7.50037017	score/f4.55579687f7.67911541	score/f3.60478819f1.8614884	score/f6.96092807f3.87397676	score/f3.9339112f5.86025971	score/f7.03452178f2.9415488	score/f1.52511092f1.83683351	score/f8.02916865f4.00955893	score/f3.3225281f4.44197134	score/f2.32341986f4.07081943	score/f8.13693716f8.437004	score/f6.36097057f6.13422123.neg	score/f6.36097057f6.13422123.pos	score/f3.58786783f2.47461135.neg	score/f3.58786783f2.47461135.pos
60-27-5	10005621	0.2699	0.3219	0.4305	0.1239	4.0110	71.3854	0.2164	0.2871	0.2914	0.3751	0.0018	0.1260	1.9109	11.5556	32.5625	0.3734	0.0308	0.0021	11.2197	6.4489	6.2095	0.0035	4.8794	3.1037	0.0509	1.3803	6.7037	5.2772	24.0238	2.3846	7.3461	6.1509	4.7416	7.2036	6.8441	4.2048	3.0362	0.1461	6.6630	5.1983	0.0679	22.4938	22.6303	5.6283	9.1760	4.6299	4.4399	0.1007	0.0696	22.1000	18.9431	0.0304	8.1383	20.9074	8.0993	5.1297	10.0326	3.3961	1.9569	1.8845	21.9638	0.6544	1.4315	10.1915	6.1385	6.3993	0.0001	8.7484	1.5300	9.0715	7.3902	21.0405	15.0934	2.7561	0.7980	3.2038	0.0179	0.1244	0.0056	2.5297	6.7931	4.6153	6.0514	5.1663	0.8655	2.1926	3.8091	0.5015	0.7697	0.4263	0.0331	0.6732	0.0153	0.4908	0.5758	2.5623	0.3519	6.1455	0.3429	1.2516	2.7641	0.0012	1.0607	0.1755	0.1090	0.9009	4.8042	0.3121	8.5816	3.4349	17.4640	0.3929	0.4438	0.1237	0.0948	9.9816	5.2934	4.4949	2.1449	3.7994	5.2891	4.7761	1.5234	0.3767	0.0309	3.1978	1.8560	1.5081	0.0000	0.6302	0.1116	0.0907	4.8389	0.2677	0.4951	0.1737	13.9536	0.7916	0.0615	0.5463	6.8201	10.5522	0.8220	0.7137	0.0885	1.2257	0.3306	0.0878	4.6842	0.0545	0.1770	3.6050	12.8363	0.0022	1.8020	2.4554	1.4398	1.7384	0.1185	0.0722	0.0413	5.2773	1.9211	1.6340	0.7096	1.0760	0.0082	0.0005	0.0015	3.3180	0.1769	1.0038	1.4191	3.8684	3.3365	1.3665	0.0025	10.0532	0.9662	1.5589	11.5556	6.4489	0.2141
621-82-9	10005671	103.9902	90.8970	77.2555	72.6300	0.4459	4.2265	66.6485	36.8678	20.8585	30.9311	0.0118	34.4774	0.0187	7.4187	1.3098	0.0000	0.5725	0.0020	7.3400	6.2696	5.8004	0.0004	5.0507	4.7693	0.1447	5.1794	5.0389	4.8507	4.0163	3.8015	4.7526	0.3452	3.4642	2.8275	2.4949	0.1403	28.3192	13.5754	1.9463	5.4771	0.0037	1.7370	0.0834	3.9591	0.0289	3.5694	3.2513	0.0221	0.0000	5.0233	0.6468	3.3344	3.7276	2.3301	4.6282	4.9987	0.6688	2.3227	4.5759	0.1510	1.0829	13.5928	2.2958	0.2936	2.8103	3.3778	0.0026	12.6354	10.5729	0.3588	3.6807	2.5601	0.7158	3.1190	7.9551	4.3798	0.0224	16.7678	0.0000	1.2649	3.9329	2.6381	3.2730	2.1626	7.9318	3.9760	0.0400	0.0000	3.4771	7.3239	0.0013	0.0007	10.1013	0.0000	0.0458	3.7041	11.8394	1.2562	0.0008	1.9037	0.7779	0.2839	0.1720	0.0000	0.2190	0.0010	0.9079	0.0360	0.0097	2.3528	1.3796	0.0085	0.4965	0.0000	0.0529	0.0000	4.1484	3.7212	1.3643	1.3794	1.6395	0.1222	1.8511	0.0014	0.0104	6.8730	2.1146	0.0199	0.0000	0.0007	0.0002	9.4250	8.1570	0.6137	0.9283	0.2389	1.9485	0.0028	0.0160	0.0065	2.1747	0.0653	0.0008	0.0001	0.0000	3.3311	6.3021	0.0002	0.0418	0.0000	0.0000	2.1007	0.0512	0.0000	0.0061	0.1828	2.1904	2.3054	0.0104	0.0029	0.0016	2.9061	0.0569	0.4859	0.8089	1.3956	0.0000	0.0000	1.1843	0.0003	0.1579	0.0021	0.0063	0.5964	0.6067	0.7869	0.0030	0.1491	0.0025	5.0918	7.4187	6.2696	4.4895
52-90-4	10005741	71.1886	90.8031	87.0993	45.6933	0.9754	29.0315	0.0023	0.0021	0.0032	0.0018	0.0147	0.0006	17.2065	4.2947	11.3572	0.0200	0.2281	0.0016	3.8388	2.4121	3.7614	0.0177	2.2638	1.2382	0.3779	0.0189	2.7497	1.5165	9.0414	0.0892	3.0526	1.1292	1.9796	2.4595	1.5999	0.9757	0.1635	0.0000	1.7327	3.6647	0.0012	7.9243	3.2048	1.5910	2.0939	1.2108	1.6608	0.3128	5.9788	7.9210	2.2293	0.0000	1.9221	5.4416	3.2086	1.7158	2.4642	0.5594	0.7260	0.4007	7.0840	11.9753	0.5057	2.7926	1.0528	2.0929	0.0000	2.4537	0.0485	2.2136	2.0817	7.4123	2.0634	1.0806	0.0084	1.0054	0.0153	0.0010	0.0000	0.2918	1.8215	0.9102	1.4393	1.7492	0.0158	0.4685	1.6661	0.0014	0.0754	0.0111	0.0000	0.0953	0.0000	0.0000	6.3854	0.4730	9.5418	1.7968	0.0049	0.2521	0.5343	0.0000	0.0451	0.0000	0.0007	0.1768	0.5026	0.2836	5.5204	1.8454	5.2044	0.0041	0.2208	0.0000	2.7479	5.3905	1.8793	1.4579	0.3769	1.1160	0.8226	0.6491	0.3354	0.0125	0.0053	0.5405	1.2896	0.9280	0.0000	0.0003	0.0890	6.6420	1.1137	0.5744	0.0423	2.7623	3.7854	0.0633	0.0027	0.0157	1.2638	0.8271	0.1838	0.0162	0.0010	0.2756	0.0032	0.0001	0.3715	0.0021	0.0574	0.6312	2.6640	0.0000	0.0721	0.2301	0.2821	1.0588	0.2455	0.0035	0.0015	1.2524	0.2446	0.2349	0.0017	1.8028	0.0097	0.0006	0.0000	0.3950	0.0015	0.0249	1.7797	0.3384	0.4804	0.5662	0.0094	0.5659	0.0151	1.1103	4.2947	2.4121	0.5646
1724-02-3	10006201	0.0996	0.1219	0.1827	0.0270	0.7652	31.8698	0.0027	0.0013	0.0443	0.0058	0.0071	0.0076	1.6133	4.2081	14.3123	16.7824	0.0006	0.0000	4.0467	2.7591	1.6695	0.0006	2.1049	1.0675	0.0009	0.0152	2.6708	1.6229	10.1526	0.0544	3.9918	11.9072	3.7294	4.0411	2.7160	11.4940	1.1701	0.0000	3.8076	1.9838	0.0007	9.4057	4.6573	1.9983	5.5284	2.2195	3.4135	0.0007	6.3121	9.4211	3.2101	0.0000	1.6793	9.0914	2.3375	1.5914	5.4635	1.1459	0.5932	0.5930	9.5807	0.0595	0.4028	6.7365	1.2801	2.6947	0.0000	2.7539	0.0051	5.2020	1.9705	9.9719	1.6492	0.7278	0.0026	1.1573	0.0001	0.0015	0.0000	0.3379	1.8271	0.9689	1.5077	2.4631	0.1550	1.2823	9.4069	0.0014	0.2617	0.0300	0.0000	0.0579	0.0005	0.0072	0.6135	0.6602	0.1769	2.8719	0.0868	0.2546	0.9680	0.0004	0.0340	0.0003	0.0007	0.0828	0.5971	0.0075	0.0747	0.4407	7.1883	0.0016	0.0166	0.0000	0.0000	0.2944	1.8033	1.5909	0.5211	1.7081	1.0864	1.1315	1.0504	0.0001	0.0062	0.3452	0.2011	0.7821	0.0000	0.0022	0.0001	0.0103	1.3160	0.0420	0.0044	0.0004	11.1176	0.0564	0.0010	0.0024	1.6923	0.9715	0.1704	2.1928	0.0008	0.1431	0.0098	0.0000	6.2333	0.0009	0.0577	0.7780	3.8582	0.0000	0.1073	0.0985	0.2523	0.2293	0.6044	0.0005	0.0009	1.3104	4.3603	0.7919	0.0034	0.1033	0.0001	0.0000	0.0000	1.5605	0.0069	0.0139	4.4724	0.6935	2.1527	0.2267	0.0001	0.7986	0.0109	0.9477	4.2081	2.7591	0.7001
601-75-2	10006221	0.1766	0.2062	0.4001	0.0646	1.2350	28.9123	0.0002	0.0000	0.0706	0.0000	0.0097	0.0000	0.0891	6.2480	11.6407	0.0012	0.0000	0.0000	5.4596	2.6074	2.4362	0.0000	1.4575	0.6367	0.0000	0.0015	2.1940	1.4770	10.1680	0.0133	2.6533	0.6361	1.9414	2.1178	1.8988	0.5083	1.0449	0.0000	1.9864	2.2691	0.0004	6.9422	2.5119	1.4099	1.3764	1.0353	2.1690	0.0000	0.0001	9.2977	2.0802	0.0000	3.0963	6.2259	3.4291	1.6960	2.1600	0.7912	0.3187	0.1690	7.4794	0.0046	0.1644	2.0905	1.0045	1.7638	17.0122	3.6729	0.0009	1.8908	3.5550	8.0010	0.6232	0.4583	0.0000	0.7125	0.0000	0.0000	5.2896	0.3175	2.8011	1.6405	2.6090	2.1296	0.0759	0.9568	0.2454	0.0039	0.2787	0.0001	0.0000	0.0199	0.0000	0.0001	0.0091	0.3339	0.0702	2.4956	9.0820	0.0700	0.4855	0.0049	0.0401	0.3313	0.0008	0.0426	1.3340	0.0163	4.7707	0.9198	5.0606	0.0028	0.0000	0.0000	2.9792	4.6447	2.2690	2.0732	0.1244	1.0411	1.5859	0.4342	0.5766	0.0001	0.0000	0.5771	0.5755	0.0583	0.0000	0.0071	0.0000	0.0010	1.6613	0.1063	0.0410	2.4232	4.4068	0.0105	0.0001	0.0109	2.1022	0.4009	0.0163	0.0005	6.9680	0.1313	0.0571	1.5255	0.6947	0.0002	0.0001	1.2777	2.0982	0.0034	0.1847	0.2486	0.3413	0.4481	0.0048	0.0000	0.0000	1.5772	0.0243	0.1272	0.0001	0.3097	0.0000	0.0000	0.0000	0.2112	0.0005	0.0002	0.0347	0.6360	1.0548	0.2869	0.0006	0.3091	0.0218	2.4731	6.2480	2.6074	0.6334
526-95-4	10006251	0.2904	0.3842	0.7743	0.0751	1.1202	14.6965	2.3330	1.7582	3.3380	1.1799	0.0030	2.9376	1.0433	15.4850	8.0978	0.0000	0.0170	0.0269	13.6769	18.9961	6.8958	0.0001	16.0136	13.6005	0.0015	1.4730	26.4125	25.7731	10.9175	0.6358	16.0043	2.0728	12.4403	12.4939	10.7352	1.0463	17.4694	0.0005	8.9292	22.8047	0.0417	7.2494	7.6615	11.9084	3.1958	9.6070	10.4932	0.0045	0.0000	10.6807	2.3411	6.6252	7.3810	7.8588	13.1945	15.5912	5.3916	8.8294	11.8676	3.9153	8.3968	0.0026	6.8274	3.9276	4.9755	13.8101	0.0000	10.2055	0.0952	3.8764	7.7467	8.3592	0.7051	16.9319	0.0920	9.3547	0.0017	0.2797	0.0000	12.6509	9.7629	6.4586	5.2908	14.2909	0.0839	1.4042	0.9472	0.0009	0.5361	0.1357	0.0000	0.0871	3.8809	0.0000	0.7134	5.5365	0.3152	4.9242	0.0000	11.7548	14.0086	0.0000	0.0028	0.0013	0.0001	0.0007	3.4854	0.0010	0.0013	2.9313	6.2915	8.7599	0.0001	0.0006	0.0081	0.0532	11.2320	5.5282	4.7271	6.7797	5.1397	1.8200	0.0928	0.5718	3.3470	4.1043	10.2009	0.0094	2.3198	0.0025	0.2325	0.0140	4.6249	0.0324	1.3193	0.1031	4.5493	0.0013	3.7514	2.4461	15.1829	0.3704	0.0054	0.0002	0.0000	14.8327	2.5600	0.0000	1.1415	0.0065	0.1884	4.1275	2.1958	0.0000	0.2229	0.5146	4.6815	7.5218	0.0076	0.0007	0.0141	6.2407	0.0465	2.4232	0.4637	7.2986	0.0524	0.0020	0.0004	0.8516	0.5843	0.0119	0.0744	2.4732	2.3402	6.8433	0.0001	0.3794	0.3516	13.1549	7.8358	7.9864	12.2321
71-30-7	10006301	0.0101	0.0107	0.0223	0.0089	0.1886	5.0659	1.2289	0.9227	1.2285	0.5938	0.0194	0.8032	0.0570	3.2049	3.0891	0.4211	0.0902	0.0028	2.9929	1.1912	1.6667	0.0001	0.8192	0.3904	0.0012	4.9156	1.4298	0.8670	3.1189	0.0266	1.8073	7.9980	1.6868	1.4908	1.0181	14.7893	2.4619	19.1276	1.2750	0.9502	0.0090	3.9582	1.3092	0.8569	1.0274	1.1183	1.7702	0.0007	0.0000	3.0633	1.6595	3.5941	1.0328	12.9705	1.2508	1.0868	1.7024	0.6879	0.3688	0.1105	2.7402	0.0003	0.0832	1.8377	0.3988	1.2207	0.0003	1.8334	1.9256	2.2193	1.5028	5.3156	0.7577	0.4171	0.1877	0.8228	0.0029	0.5172	0.0000	0.3311	1.7947	0.5991	1.1769	1.5872	0.0245	0.5896	3.0366	0.0000	0.4073	0.0902	0.0158	0.0061	0.1016	0.0164	0.0118	0.8895	0.0142	1.7555	0.0586	0.2298	0.3413	0.0179	0.2455	0.0000	0.0088	0.1642	0.6174	0.0017	0.0018	0.4143	2.9289	0.0014	0.4407	0.0014	0.0512	0.0132	1.3475	0.8093	0.3616	0.3749	0.8730	0.6897	0.9497	0.0293	0.0001	0.0650	0.1896	0.0046	0.0000	0.0047	0.0004	0.0039	0.9014	0.0011	0.6475	0.0114	1.5254	0.4000	0.0000	0.2230	0.9848	0.2950	0.3988	0.0533	0.0021	0.1429	0.2289	0.0000	0.3215	0.0007	0.0011	0.7294	0.9731	0.0000	0.5070	0.2402	0.1013	0.1520	0.0015	0.0001	0.0007	1.2822	0.2583	0.3849	1.3944	0.1184	0.0000	0.0000	8.3494	0.1805	0.6494	0.3346	1.9885	0.6963	0.8958	0.1273	0.0022	0.2074	0.0477	1.2156	3.2049	1.1912	1.1912
498-23-7	10006341	0.1303	0.1707	0.2560	0.0471	0.5593	7.5562	14.1072	12.8045	5.4220	12.9192	1.1333	26.5068	0.3718	5.3475	4.6216	0.2750	0.0734	0.0387	4.8242	3.6007	3.6541	0.0056	2.9402	2.4027	0.0664	0.1414	3.4061	2.6181	4.5941	16.2915	4.1323	19.6072	3.2798	3.5179	2.5902	6.1039	7.6020	0.0086	2.9846	3.2565	0.0683	4.8995	1.8773	3.4829	1.3504	3.0394	2.9618	0.0377	0.0001	5.0189	2.8402	0.0224	2.7276	7.5761	3.3130	3.5377	2.5927	2.1876	2.1719	0.9322	5.0844	0.0056	0.7496	2.5109	2.5427	3.6892	0.0064	3.7491	4.8413	2.4680	2.9681	6.1048	1.1336	2.4458	3.8454	2.5421	0.0835	5.8144	0.0010	1.1688	4.1249	1.6898	2.5615	2.8478	0.2076	1.6547	3.3394	0.0002	0.8423	4.4714	0.0701	0.1243	5.2509	0.2885	0.2193	2.3197	0.1428	2.1495	0.0094	1.1452	1.6153	0.0730	0.8843	0.0220	0.0408	0.2453	1.3184	0.0093	0.0140	1.2984	12.1302	0.1005	0.0036	0.0004	0.0141	0.0707	2.7259	1.7077	1.6925	2.0754	2.3139	1.7163	1.1195	0.1054	0.0066	0.9628	1.3989	0.0017	0.0242	0.1167	0.0652	0.0545	2.3699	0.0130	0.2454	0.0027	2.2568	0.4473	0.0658	0.2922	2.0111	0.6862	0.3819	0.0909	0.0008	1.1611	1.9636	0.1449	0.6914	0.0495	0.0247	1.2953	1.6752	0.0061	0.9753	0.7235	0.8080	0.9291	0.0036	0.0276	0.0192	2.9819	0.2777	1.1002	0.2440	0.8256	0.0671	0.0216	0.1579	0.5446	0.1157	0.0829	2.2860	1.7669	1.2594	0.6921	0.5100	1.2510	0.1919	3.5501	5.3475	3.6007	3.6007
51568-18-4	10006351	0.3693	0.5195	0.8883	0.0705	24.4094	15.5639	18.9911	17.2709	9.2931	18.9108	0.0004	18.8630	0.9643	12.8217	16.0514	0.0004	0.0177	0.0000	11.5104	16.1168	7.3878	0.0026	19.8103	17.2153	0.0078	0.5022	13.0782	9.9250	9.2921	11.7709	15.3169	3.4045	20.2653	12.5165	9.9529	2.5720	13.8126	0.0000	10.3990	13.6759	0.0582	9.5898	7.4298	9.3423	5.0182	10.0862	17.4203	0.0043	0.0000	10.4184	3.4435	0.0913	7.4231	8.6598	9.9607	11.6729	12.1897	6.3965	8.9718	3.7034	8.1961	0.0081	11.4061	5.4695	6.2788	12.2126	0.0000	8.4732	4.5076	5.9251	6.6453	8.5565	1.6017	6.8498	3.6853	16.7030	0.0000	6.3045	0.0001	4.0881	8.0444	5.8445	5.4432	8.0594	0.1780	4.4825	2.3357	0.0009	2.5339	4.1875	0.0000	0.0082	6.5676	0.0007	0.6926	6.7595	0.4169	6.4042	0.0008	4.8452	12.6499	0.0123	0.0174	0.0032	0.0126	5.2850	3.2949	6.8262	5.8630	3.0192	5.9029	0.0095	0.0008	0.0000	0.0004	1.1829	9.1997	5.1988	3.4864	7.3999	4.0200	5.3728	1.1617	0.0000	0.0098	3.0372	5.3376	0.1086	0.0000	0.0185	0.0640	0.0389	4.3132	0.6615	1.2625	0.0091	4.1368	0.1151	0.0497	0.0094	7.2336	0.8644	0.5088	0.0000	0.0000	4.8678	4.3338	0.0001	2.5026	0.0119	0.1011	3.7916	2.7778	0.0000	0.4636	0.6207	4.3573	3.6087	0.0107	0.0001	0.0000	5.5010	0.1860	3.1848	0.4671	3.1251	0.0811	0.0001	0.0132	1.5532	0.0012	0.0005	0.5618	2.6850	3.3528	3.8041	0.0059	0.9654	0.1230	10.5046	6.1199	4.1433	14.4195
498-07-7	10006401	0.1235	0.1617	0.3543	0.0176	1.2308	40.0360	1.7690	1.4124	1.5273	1.1861	0.0000	1.6607	2.3015	15.6559	13.7775	0.0014	0.0002	10.8127	14.5423	11.9581	6.8779	0.0000	9.5517	7.7265	0.0000	0.0058	9.8406	7.1020	15.2257	0.6802	10.1452	2.6750	6.4715	7.0690	5.4208	1.3540	12.5027	0.0000	5.5593	10.6898	8.0127	14.3201	3.4274	7.0941	4.0501	5.3406	5.5190	0.0048	0.0000	14.3348	10.9176	0.0000	8.8175	14.0175	10.3798	7.5560	5.7568	3.8526	4.6425	2.7919	11.0517	0.0016	2.9009	5.3520	4.8968	9.4087	0.0000	9.1959	0.5846	5.2710	9.7940	11.8079	5.7262	4.4008	0.2952	4.3272	6.4102	0.2033	0.0000	1.8230	8.5721	11.8617	13.7547	4.5826	5.6829	1.8267	0.8471	0.0000	0.6704	0.2609	0.0000	0.0005	0.2021	0.0001	0.6009	2.4015	0.0940	3.4954	0.0002	1.3731	11.8426	0.0001	0.0004	0.0000	0.0009	0.0000	2.8456	0.0000	0.0000	2.9215	8.3125	2.7252	0.0000	0.0001	0.0389	0.0023	8.5222	5.0271	1.7206	2.6209	5.4725	1.0177	4.4440	1.1862	3.8456	2.2003	3.2686	0.0010	1.6791	8.2083	0.3683	0.0016	4.2182	0.0065	0.6073	0.0004	6.2400	0.0007	2.8768	0.0016	13.0795	2.9479	0.0010	0.0002	0.0000	2.7926	0.9190	0.0000	1.5468	0.0068	0.1908	4.3375	5.4364	0.0000	2.6450	0.2968	2.6709	3.2289	0.0006	0.0172	0.6614	4.6072	0.0231	0.8831	0.0013	2.2047	1.7453	0.0001	0.0000	0.8426	0.0000	0.0000	0.0518	3.0675	1.5852	2.2227	0.0000	2.8139	0.2841	6.1426	13.5202	9.9397	4.7560
56-85-9	10006411	0.4867	0.6553	1.2313	0.1013	4.8034	15.1937	26.8979	27.4306	9.6719	40.3420	0.0254	25.0378	1.8660	18.2186	5.8262	0.0000	0.0285	0.0001	17.3597	32.7022	10.9973	0.0000	19.6365	15.8836	0.0006	7.7556	20.4029	16.4445	10.0825	13.6603	21.3860	2.5736	24.3928	17.0304	14.1646	1.7105	13.3751	0.0002	13.3502	19.6813	0.0619	8.4139	0.5794	14.0925	4.8103	13.7504	20.9895	0.0000	0.0000	11.5620	2.7649	4.7193	9.5717	8.5698	14.0976	17.7074	13.3216	17.8764	14.3530	5.1164	7.5888	0.0023	8.4264	6.1018	11.6447	16.6249	0.0000	11.3264	7.6614	7.1594	9.5705	8.6501	0.6185	10.9659	6.8530	18.8962	0.0000	8.5437	0.0000	6.2593	11.7830	9.3311	8.7966	10.9843	0.3262	4.2307	1.8542	0.0000	2.2112	10.6833	0.0000	0.1172	8.9496	0.0000	1.1920	7.9010	0.5408	8.1288	0.0000	13.0519	10.0818	0.0014	0.0263	0.0016	0.0051	6.8829	4.4119	13.4741	7.6078	4.6796	5.6552	3.9352	0.0000	0.0000	0.0001	1.3166	12.6551	8.3541	4.2249	10.1649	6.3682	6.0029	0.4457	0.0073	2.3808	4.5807	6.0235	0.2571	0.0000	0.0049	0.0667	0.0242	6.6623	5.9274	1.9966	0.0055	4.2536	0.1314	2.7191	0.1210	15.2681	0.3735	0.7759	0.0000	0.0000	7.8913	4.7370	0.0002	2.7171	0.0085	0.1034	5.9882	2.2620	0.0000	0.5816	3.9607	10.5502	4.6199	0.0785	0.0002	0.0000	6.6439	0.0301	3.3823	3.1902	4.6107	0.0316	0.0001	0.0058	1.3349	0.0503	0.0000	0.2939	3.5220	3.6286	4.3631	0.0160	0.5889	0.4000	15.9181	8.4374	5.5871	32.7022
5328-37-0	10006461	56.7087	75.3028	73.4097	32.2767	1.1800	45.4952	1.5282	1.1451	2.1381	0.7940	0.0000	1.6152	2.2215	20.6963	17.4840	0.0001	0.0017	12.2408	18.3413	17.7968	11.1492	0.0000	16.1691	13.8971	0.0005	0.6927	16.8408	13.9576	18.5766	0.4042	18.4013	4.5833	13.3830	13.4826	9.6022	2.8061	15.7070	0.0000	10.7074	22.6747	6.6783	18.2632	8.9575	21.5118	3.8853	11.0842	9.9942	0.0004	0.0000	17.5559	9.6833	3.5795	8.5082	16.6752	13.9436	13.8241	7.0751	14.0298	10.9503	2.3660	13.9711	4.1855	4.9783	6.1667	5.6415	13.4684	-0.0000	12.7792	0.1397	5.0902	15.9330	15.0547	5.3793	22.0424	0.0521	9.0481	1.9960	0.0345	-0.0000	2.9150	11.1446	6.1334	6.5049	12.0159	0.0030	3.1312	2.6710	0.0000	0.6310	0.0734	0.0000	0.0002	1.4557	0.0000	0.5017	5.1946	5.5004	5.3772	0.0000	8.7593	10.4668	0.0000	0.0000	0.0000	0.0000	0.0000	2.9433	0.0000	0.0000	4.3716	10.6522	6.5814	0.0003	0.0000	1.1713	0.0111	10.8340	6.6029	8.4480	5.5137	5.2232	1.5872	3.6233	11.2149	0.0117	2.3330	7.7077	0.0000	0.2949	0.0000	0.0014	2.2863	4.7835	0.0155	0.3592	0.0085	6.4504	0.0000	0.0019	0.0011	9.3656	2.6532	0.0007	0.0000	0.0000	10.3353	0.9546	0.0000	0.8878	0.0001	0.0020	8.1126	4.7560	0.0000	0.0257	0.0873	2.7273	5.5826	0.0004	1.0654	5.6754	6.9130	0.0486	1.9907	1.1320	5.3340	0.0000	0.0000	0.0000	0.3590	0.0511	1.0129	4.0924	2.0727	1.8870	4.1760	0.0000	1.5273	0.0085	11.1300	11.6760	7.5143	10.3714
