shift	isa/M000	isa/M003	isa/M014	isa/M002	isa/M011	isa/M016	isa/M018	isa/M240	isa/M009	isa/M019	isa/M007	isa/M030	isa/M027	isa/M198	isa/M004	isa/M136	isa/M032	isa/M202	isa/M213	isa/M083	isa/M204	isa/M088	isa/M023	isa/M065	isa/M015	isa/M005	isa/M072	isa/M038	isa/M173	isa/M071	isa/M203	isa/M012	isa/M057	isa/M201	isa/M218	isa/M197	isa/M001	isa/M067	isa/M135	isa/M205	isa/M074	isa/M195	isa/M066	isa/M047	isa/M132	isa/M238	isa/M043	isa/M008	isa/M138	isa/M056	isa/M211	isa/M013	isa/M006	isa/M075	isa/M031	isa/M087	isa/M039	isa/M131	isa/M035	isa/M207	isa/M080	isa/M224	isa/M022	isa/M044	isa/M194	isa/M079	isa/M121	isa/M026	isa/M144	isa/M208	isa/M010	isa/M242	isa/M141	isa/M021	isa/M054	isa/M103	isa/M042	isa/M017	isa/M111	isa/M196	isa/M209	isa/M142	isa/M137	isa/M233	isa/M086	isa/M033	isa/M048	isa/M241	isa/M235	isa/M212	isa/M089	isa/M090	isa/M062	isa/M091	isa/M078	isa/M219	isa/M134	isa/M084	isa/M073	isa/M024	isa/M102	isa/M143	isa/M068	isa/M045	isa/M139	isa/M229	isa/M108	isa/M133	isa/M081	isa/M210	isa/M064	isa/M029	isa/M120	isa/M226	isa/M149	isa/M237	isa/M230	isa/M097	isa/M128	isa/M184	isa/M113	isa/M096	isa/M076	isa/M118	isa/M191	isa/M059	isa/M222	isa/M025	isa/M155	isa/M098	isa/M239	isa/M174	isa/M232	isa/M020	isa/M095	isa/M040	isa/M069	isa/M231	isa/M110	isa/M092	isa/M105	isa/M037	isa/M223	isa/M225	isa/M156	isa/M206	isa/M119	isa/M236	isa/M215	isa/M221	isa/M063	isa/M220	isa/M093	isa/M126	isa/M130	isa/M041	isa/M183	isa/M169	isa/M228	isa/M180	isa/M094	isa/M154	isa/M157	isa/M124	isa/M214	isa/M140	isa/M123	isa/M122	isa/M175	isa/M147	isa/M186	isa/M159	isa/M058	isa/M053	isa/M052	isa/M227	isa/M127	isa/M150	isa/M099
7.74113121	-0.29567351	-0.15272002	-0.12583998	0.03147898	-0.08988798	0.07385162	0.24928972	0.03916991	-0.05759565	-0.19193521	-0.04330467	-0.10758396	-0.02320517	0.08047938	-0.0321652	-0.03372718	-0.01423488	0.00163651	0.04981836	-0.11606937	0.07040413	-0.22900273	-0.13113099	-0.01523421	-0.04173407	0.22426026	-0.32950542	-0.07316902	-0.37025287	-0.08556668	0.00193774	0.00029938	-0.07051697	-0.1576595	-0.28351585	-0.06988616	0.18955103	-0.12502427	0.07175768	-0.02487922	-0.05536043	0.01402563	-0.16015488	-0.20533164	-0.23398066	0.1571957	-0.03858383	0.28206711	-0.37226842	0.06114509	0.02016514	0.06409477	0.69112196	0.02608486	-0.17855774	0.10443074	-0.1561551	0.22448633	-0.13416543	0.01148801	0.12998892	-0.08702242	-0.03862906	0.00239055	-0.05308874	0.06692253	-0.1199374	-0.09551381	-0.07600889	-0.02447221	-0.04052907	-0.08617774	0.91188781	-0.04464001	0.00687211	0.08019182	-0.08600515	-0.07108776	0.29124736	-0.00457505	-0.02687326	-0.08835557	0.1587854	-0.22795291	-0.033243	-0.07510966	0.04080826	0.09477838	0.14784637	-0.16783762	-0.04225444	0.25641918	-0.07901052	-0.0949176	-0.00157973	-0.04865756	-0.02107717	0.01416129	-0.0899921	-0.09168332	0.13636863	-0.06812227	0.03039434	0.0872709	0.02405441	0.09513867	-0.08265736	-0.14208517	-0.1015243	-0.08188377	-0.07466292	0.13429814	-0.06893682	-0.13743256	-0.3265609	-0.0827604	-0.32374757	0.08058666	-0.39890061	0.44420421	0.04521944	0.55528736	-0.37221315	0.47504733	0.11290354	-0.009629	-0.12392223	-0.00571383	0.06974848	-0.28098106	-0.16986582	0.02114629	0.01221247	-0.08621896	-0.07331292	-0.10559304	0.04223432	-0.0933273	-0.26065553	-0.00523398	0.57676552	-0.15737768	0.04987566	-0.20770085	-0.05056997	-0.05387831	-0.09617607	0.0936277	0.0002778	0.06972032	-0.03264088	-0.18380754	1.0	-0.170637	-0.32772794	-0.20079774	-0.16337848	-0.07897926	0.05357151	-0.03182045	-0.06630379	-0.22505594	-0.06766906	-0.07715932	-0.0548859	-0.28259448	-0.22470875	0.14811984	-0.23312647	-0.12296235	-0.31745766	-0.15848362	0.12282462	-0.05375673	-0.06009415	0.05784829	0.01735829	-0.37798239	0.59493432
7.7263651	-0.4214306	-0.06414194	-0.07085105	0.02105881	-0.06541737	-0.01220399	0.71333473	0.00254678	0.0495264	-0.05225365	-0.02199056	-0.08865976	-0.02217251	0.04333697	-0.04842953	-0.03918209	0.02094086	-0.01061023	0.02706218	0.02453914	0.0512425	-0.05289022	-0.10409034	0.3722874	-0.02480814	0.52165115	-0.07875824	-0.07122719	-0.30098631	0.00301821	0.06936965	-0.13600108	-0.10593907	-0.10094638	-0.11222588	-0.11712646	-0.16427473	-0.23917743	-0.11877944	-0.02935434	-0.27587101	-0.02586012	-0.19307045	-0.30486675	-0.11753667	-0.02132851	0.00127278	0.32370016	-0.0588062	-0.1714021	0.36449847	0.15220911	0.31235945	-0.19552905	-0.10408025	-0.01091278	-0.17551564	0.52356612	-0.17013711	-0.07119173	0.05044148	-0.21705856	-0.09056328	0.03339487	0.11075904	0.02516282	-0.22740861	-0.26930824	0.32908662	-0.07841758	0.19302408	-0.1003902	-0.00053233	-0.04496093	0.00426777	-0.16091614	-0.08749765	-0.16031201	0.05485143	-0.14253574	0.04702192	-0.15364861	0.40520853	-0.30324154	-0.00206907	-0.10281877	-0.01778254	-0.11691769	0.12036261	0.0644579	0.26266373	0.59454437	-0.09926253	-0.28077511	-0.10853047	-0.22318228	0.04750199	-0.07526069	-0.03844698	-0.084301	-0.0676951	-0.00855861	-0.09995463	0.10505183	0.00912144	0.07223767	0.08419128	0.03677582	0.01710381	0.1431325	-0.18164505	-0.0269951	-0.14283729	0.05085438	-0.38242543	-0.10575785	-0.23039296	0.09325484	-0.55978499	0.42720804	0.25459494	0.44914055	-0.17444785	-0.04132811	0.35843528	-0.14198486	-0.21585975	0.05524357	-0.01543226	-0.18216251	-0.02693133	0.374297	-0.19774037	-0.11474845	-0.13000524	0.03069462	-0.16327726	-0.10851514	0.45609364	-0.24367918	0.51679121	-0.04932817	-0.02869943	-0.19871338	0.01795347	-0.14467683	-0.18226617	-0.10959306	-0.01087671	-0.19457048	-0.05153606	-0.13840694	0.05532428	0.59804968	-0.08597616	-0.14771272	0.0090504	0.46983746	0.2361045	-0.28546886	0.32737326	-0.25105614	-0.08540001	-0.38792309	-0.09222431	-0.29380788	-0.14033574	0.18414312	-0.20404312	-0.28541201	0.13082074	-0.18882421	-0.06775228	-0.01638279	0.10255334	0.11177108	-0.07648327	-0.53155701	0.06444869
7.71189563	-0.44138086	-0.13269636	-0.04392581	0.01093632	-0.04632819	-0.10718339	0.13835894	-0.02313784	0.08479388	-0.0150967	-0.0771614	-0.03925704	0.00073906	-0.02843628	0.45465784	0.02707245	-0.11347521	0.02337931	-0.4870058	-0.03217732	-0.0120289	-0.58187446	-0.08656885	0.1821399	0.04105848	0.25371191	-0.07214578	-0.09910994	0.10225447	-0.21721204	0.01823597	-0.08032911	-0.09979216	-0.20622265	-0.36881029	-0.10583379	-0.27154755	0.26213955	-0.49177573	-0.0008969	-0.24188794	0.27836324	-0.56108365	-0.24899051	-0.07674246	0.02714109	-0.09025109	0.05371387	-0.11306002	-0.14464032	0.11545298	0.53625285	0.04607893	-0.46674275	-0.21941637	0.07513371	-0.0971554	0.380642	-0.20696679	0.04585647	0.08487867	-0.16501707	-0.07097224	-0.0140823	-0.01526534	0.05187604	-0.11290905	-0.24654457	0.20874027	-0.09554789	-0.01560672	-0.01499121	0.05788072	-0.02056082	-0.07601168	0.42486497	-0.00464378	-0.30292715	0.02066842	0.01222469	-0.06344198	-0.03903444	0.03754745	0.00693745	-0.05565949	-0.17736338	-0.03339302	0.18722856	-0.07835761	0.15658914	0.26614221	0.3348214	-0.03245752	1.0	-0.18940767	-0.06884437	-0.45775874	0.02072231	0.11804931	-0.00869435	-0.28753619	0.04744234	-0.05304149	-0.03209871	-0.04687974	-0.06068533	0.04513893	-0.12450716	-0.0132777	-0.03482469	-0.10160434	0.01136031	0.22144586	-0.05127881	-0.31104369	0.01778817	-0.07637	0.43006068	-0.45435654	0.28241881	0.25243491	0.05711509	0.06697968	0.0389043	0.20028819	-0.21817183	0.07996612	0.03565504	-0.34537379	-0.39397639	-0.04069851	-0.25342707	-0.06097975	-0.14017328	0.32134459	0.00402957	0.32124781	-0.03951534	0.49358387	0.50220211	-0.11706018	-0.09820807	0.00840537	-0.08316647	-0.01309628	0.04579323	-0.33665026	-0.00777147	0.04897383	0.09849719	-0.06881374	0.14306752	0.52683331	0.12145249	-0.17434406	-0.25926885	0.26158801	0.37148968	0.2536899	-0.29799371	0.0011661	-0.34333426	0.03877238	-0.40441763	-0.12490241	0.14754529	0.09659915	0.26709691	0.25056342	-0.37960479	-0.46204274	-0.04555796	-0.06573862	-0.09638556	-0.06665165	0.07191751	0.25036563	-0.54150587	-0.17486325
7.69973761	-0.26203639	-0.07175161	-0.04423492	0.00653319	-0.03947737	-0.1074338	0.04941935	-0.07552571	0.04674701	-0.02685805	-0.02504099	0.06008377	0.01449773	-0.01761146	0.33457003	0.06951411	-0.04668606	0.04295415	-0.39258552	0.04675293	-0.06867894	-0.16445788	-0.04499109	0.04185315	-0.03629694	0.05418658	0.02873748	-0.02824996	0.3136081	-0.20915114	-0.07493968	-0.08289246	-0.06878545	0.51379892	-0.22955077	0.00740413	-0.28454321	0.29447533	-0.51731355	0.02211388	-0.32978713	0.28868268	-0.51107471	-0.08489287	-0.01213134	0.0149493	-0.00776779	-0.0010592	0.19973558	-0.0545884	0.07287807	0.44104715	-0.06842619	-0.36560604	0.08794672	-0.17508708	-0.16838253	0.15198142	-0.18344	0.03905855	0.04130436	-0.11954188	-0.13654148	-0.08280438	-0.09374305	0.69253364	0.01902943	-0.11443914	0.18752959	-0.0707488	0.1146685	0.03602443	0.00242683	-0.08135432	-0.08365111	0.43051838	0.05350974	-0.16498808	-0.03334795	-0.10682938	-0.04844217	-0.08142863	0.07724128	0.37537351	-0.11853312	-0.18478465	-0.04754049	-0.00967829	-0.30241431	0.08807814	0.08105408	0.33544281	-0.114124	0.02813952	-0.1175435	-0.10202415	-0.1661008	-0.02177228	-0.09028088	-0.01511172	-0.05629194	0.04110959	-0.16039364	0.00659881	-0.14006636	0.54202373	0.03876672	-0.13771857	-0.03705846	-0.29079473	-0.06401591	-0.0479168	0.37879768	-0.02870485	-0.17269866	0.06427518	-0.02511872	0.17614681	-0.46215893	0.01985054	0.28054417	-0.08334113	0.01740466	0.05510279	0.0395605	-0.1912353	0.08000263	0.01249346	-0.2683759	-0.31372671	-0.03236032	-0.11899332	-0.14720899	-0.18066778	0.20947568	0.0563243	0.71548784	-0.06872935	0.1207551	0.71056213	-0.00366455	-0.01345203	0.03791994	0.00601753	-0.13568157	0.16854143	-0.38051901	-0.13623411	0.07588483	0.02292344	-0.02670578	0.04058075	0.02692364	0.04547615	-0.02460518	-0.00486055	-0.29935503	0.28085209	-0.00277273	-0.19789387	-0.10005892	-0.43262894	0.02227325	-0.51066286	-0.0782284	-0.03747828	0.03697155	-0.12444358	0.15672119	-0.04841021	0.1714486	-0.13135633	-0.05227675	-0.11510688	0.20895098	0.04376479	0.64489426	-0.20607403	-0.13206931
7.69689873	-0.67598787	0.29469389	0.01227782	-0.14004585	0.0141003	-0.01908797	0.05186524	-0.02813492	-0.13355802	-0.02962953	0.06060769	0.1270178	0.05716755	-0.1068021	-0.05433674	0.03305879	-0.01365177	-0.01127384	-0.0333071	0.0332544	-0.0742953	-0.32191289	0.01387431	-0.04740249	-0.01272984	-0.20330231	0.27623126	0.00482549	0.10852878	0.1593162	-0.0178968	-0.03772983	-0.10442658	0.53291717	0.12506765	0.08063306	0.06502637	0.10171151	-0.2424668	0.01583284	-0.5202053	0.06356345	0.12861092	-0.39136254	0.20008128	0.03399157	0.12813158	-0.04824474	0.23874082	0.08423999	-0.00126747	0.18267502	0.12621197	-0.30643914	0.04237917	0.02769231	-0.23173493	-0.20272896	-0.1598778	-0.24260966	0.06986517	-0.34455173	-0.09163217	-0.00131176	-0.21644417	0.61353753	-0.22038095	-0.37110801	0.1751679	0.04035459	0.41328778	0.1343582	0.01578844	-0.09796531	0.15297028	-0.08665235	-0.05921754	-0.12144301	-0.08375629	-0.1363268	-0.03638687	-0.0134485	0.09630013	0.41168211	-0.06960634	0.27752012	0.02317119	-0.05779549	-0.18126566	0.14344102	0.00870817	0.14272598	-0.14803036	-0.07868919	-0.10134872	-0.08452676	-0.1654581	0.01401963	0.07813421	-0.09549277	0.08664688	-0.01891927	-0.04379672	0.04918878	0.02845137	0.4853381	-0.26712974	-0.18737402	0.0531661	-0.19288141	-0.15629607	-0.04222271	0.20683556	0.11016159	-0.45500164	0.05791142	0.31940138	0.02401395	-0.54810049	-0.17758236	0.40410022	0.17208694	0.4527226	0.19051554	-0.26550301	-0.36179197	-0.10443311	0.02385863	-0.25457354	-0.03035918	-0.00037938	0.06059237	-0.07111546	-0.33172773	0.24348715	-0.09329242	0.25454856	-0.24830298	0.09884607	0.71239409	0.18738497	0.01203117	-0.2080384	0.22032344	-0.0417745	-0.17472404	-0.41771848	-0.27085268	-0.0289549	-0.08275154	-0.09133239	0.38909446	-0.22326787	0.29780719	-0.30768653	-0.11174231	-0.14785533	0.13988381	0.08807044	-0.35491631	-0.29298651	-0.33894775	-0.0908422	0.0082086	-0.12836037	0.35026227	0.1601688	-0.20711639	-0.1029462	-0.21808484	0.01289779	-0.00052864	0.17521169	0.08308443	0.28877653	-0.10895748	0.59244533	-0.22487736	0.08374511
7.67911541	0.26274367	-0.3889832	-0.15184895	-0.27540285	-0.10506496	-0.13640714	-0.12379725	-0.06253703	-0.16094558	-0.169558	-0.20456641	-0.19201793	-0.0229332	-0.24477967	0.08249179	-0.03977867	-0.11039595	-0.05085734	0.06008837	-0.13252753	0.08525971	-0.12790993	-0.1389564	-0.48267501	-0.06600059	-0.00115715	-0.265224	-0.11089871	0.10807573	-0.24096157	-0.12894991	-0.02654269	0.03840345	-0.19399316	-0.29873702	0.04992342	0.43287019	-0.30280949	0.18912264	0.01205186	1.0	0.02949795	-0.08551557	0.17817139	-0.18715382	0.05872818	-0.43915383	-0.00743033	-0.27208456	0.11818246	-0.04646968	0.05761704	-0.18803137	0.67055492	-0.24796842	0.1637887	0.24738429	-0.02172099	0.19447216	-0.12020552	-0.0509919	0.14068529	0.63331852	-0.02402917	-0.11132051	0.11581825	-0.04264815	0.36496227	-0.05631417	-0.132703	-0.38579146	-0.10115978	-0.11260551	0.02926635	-0.16287252	0.06125621	0.11051768	-0.19201421	-0.06057031	-0.07287491	-0.18033368	0.54513631	-0.19449473	0.11435213	-0.11347465	0.02858745	0.03247489	0.072482	0.12531955	-0.39227772	-0.26261619	-0.10432987	0.04503972	0.45642674	0.67801737	0.83767339	-0.04420785	0.0005075	0.2557735	0.10737438	0.17087472	-0.10099183	0.2294071	-0.1129341	0.02871232	-0.00196497	0.00486686	0.08940298	-0.07023567	0.04845622	0.03094419	0.04277244	0.76969742	-0.11840182	-0.38538714	0.01576382	-0.01351987	0.09794592	0.65487575	-0.17199365	0.09887584	0.18738682	-0.15885441	-0.33320166	-0.21773176	0.21151038	0.30707368	-0.03203836	0.07415513	-0.32882235	-0.09003282	-0.55312502	-0.23827417	0.23798002	0.39683295	-0.01173302	0.35293836	-0.11233698	0.12137178	-0.03231379	0.0938286	-0.33507663	0.10616294	-0.09544884	0.23372722	0.10738588	0.22730363	0.18848864	0.04542823	0.51288128	0.22260454	0.11109793	0.1879921	-0.30641073	-0.29396215	-0.68193029	-0.20349984	-0.14727497	-0.3685952	-0.32686908	0.01263387	-0.00286815	0.10395681	0.08610175	-0.00179806	-0.04188317	0.22130627	-0.1060612	0.4279253	-0.09286016	0.1389676	0.7532527	-0.13393749	0.02368668	-0.3078154	0.22117824	0.00688619	-0.18028402	-0.21849519
7.66691508	0.38486024	-0.1537842	-0.15369713	0.03745431	-0.07654812	-0.07199848	-0.13251803	-0.04754612	-0.05919513	-0.00925888	-0.11469431	0.01822104	-0.05942161	0.00346463	0.01275895	0.04704791	-0.04578951	0.12530862	-0.05680198	-0.02498446	0.03545488	0.19903504	0.01024389	0.28379984	-0.04460156	0.47742207	-0.26963824	-0.08768007	0.06160695	-0.12614051	-0.00013881	-0.14715851	0.04628536	0.03114117	-0.22304951	-0.01187308	-0.14731735	-0.21384368	-0.13842459	-0.05442514	-0.02979402	-0.10280648	0.04212809	0.23286357	-0.12533116	-0.08476607	-0.11276756	0.05550966	-0.15282772	-0.24900939	-0.05910583	-0.18084683	-0.16810727	0.09570364	0.05189809	-0.32531701	0.23215502	0.53023538	0.07487352	-0.08281425	0.04291059	0.14192134	-0.10700355	0.00654995	0.09387804	-0.14125693	0.06468909	0.16044843	-0.06196776	-0.1503416	-0.13607521	0.12270287	-0.1159998	0.02331832	-0.0360423	-0.31667002	-0.01921639	0.02845237	0.03171082	-0.03563042	-0.0330411	-0.24960301	0.06460048	-0.45639038	0.0245488	0.01484862	0.03407574	-0.14998065	-0.00643011	0.05760965	0.3747017	0.41881827	0.09319849	-0.0765384	-0.15041394	0.09951356	0.1146667	0.0418066	-0.06276245	-0.02477946	-0.01954431	-0.07040326	-0.1008855	-0.07668058	0.07662358	-0.05994556	0.28629864	0.06318474	-0.03804883	0.01627067	0.04620069	0.03912778	-0.40126092	-0.04228957	0.13488116	-0.06025061	-0.14250788	-0.07741922	-0.00857258	0.30780893	0.43236924	0.00119457	0.01659987	0.01365491	-0.09776519	0.09836362	-0.04444324	-0.02636157	0.01515916	-0.28475243	-0.14676832	-0.42473629	-0.26218542	0.13137454	-0.18069329	0.17835772	-0.31316197	0.41772716	-0.35755909	-0.29913978	-0.10102266	0.01001208	0.14108411	-0.29878825	-0.09204353	-0.02572089	0.53648893	-0.11025969	0.05431947	-0.08946176	0.07237398	-0.03592554	-0.46913455	-0.15822226	0.25048896	0.14909402	0.03599704	0.14117932	0.01471216	0.34232746	0.02776484	0.39067224	-0.00054933	-0.19534997	-0.01404045	-0.20139218	-0.07190698	0.096081	0.35002677	0.21583494	-0.14792216	0.08029625	-0.04404927	-0.01231927	0.11139906	-0.18551444	-0.00662434	0.14721885	0.31173271
7.65137389	0.14584482	-0.0707356	-0.12208222	0.04540365	-0.08303336	-0.14491099	-0.09002554	-0.16357284	0.0229946	-0.07531479	-0.13803311	-0.00399269	-0.10585419	0.0631777	0.12750686	-0.07403771	-0.06241096	-0.03579501	-0.15194849	-0.0267153	-0.02346056	-0.03045567	-0.0520436	0.61960161	-0.00800183	0.95663963	-0.19101103	-0.09400156	-0.1735918	-0.02871318	-0.02415051	-0.33134898	-0.12040394	-0.1375704	-0.11760724	-0.15115793	-0.83404414	-0.03085014	-0.83694128	0.00295673	0.02713547	-0.00537354	-0.3640869	-0.04485542	-0.07245425	0.08956211	-0.05180249	0.19752352	-0.19239856	-0.95153611	-0.07812735	-0.02708562	-0.10911932	0.08976084	0.00185944	0.06403005	0.00078296	0.81235328	-0.08719907	-0.04561411	-0.09251655	0.08015727	-0.01060538	-0.02215007	0.08047929	0.08432288	0.09438897	0.06198762	0.0224471	-0.12621148	0.29253706	-0.08259979	-0.04889471	-0.00544432	-0.14420442	-0.16073651	-0.05921713	-0.14464044	-0.0343333	-0.10297863	0.07259507	-0.08404886	0.15115727	-0.56089679	-0.01415144	-0.32615033	-0.08418851	-0.04072016	0.17895951	0.2378049	0.63492902	0.80702257	0.05764435	-0.24770834	0.00898447	-0.20798201	0.03249038	-0.04814752	-0.07879166	0.01312915	-0.39691077	0.0242209	-0.297038	0.02208636	0.0388438	0.10321211	0.23160463	-0.03566849	-0.0089482	0.26403884	-0.06602171	-0.07827927	0.28289513	0.10412134	0.11553305	-0.02240941	-0.27187022	0.26317336	-0.11171515	0.08392249	0.20014141	0.55992943	0.21092972	-0.25818579	0.20426583	-0.02113405	-0.12564116	0.04541232	-0.04786994	-0.06687537	-0.10975852	0.03081474	-0.24813158	0.07135592	-0.03630084	0.18350727	-0.07268708	-0.0789044	-0.86486154	-0.08888464	-0.51783548	0.04412984	-0.0689915	-0.2937109	0.16037509	-0.16271065	-0.21431664	-0.02702336	-0.01628762	-0.16077676	0.05972152	-0.10950494	-0.33048542	-0.23156502	-0.12911171	0.09853566	0.08545671	0.32588152	0.33169631	0.0414256	-0.12600004	0.06454405	0.0412783	-0.82959401	-0.148307	0.06182087	-0.12711908	0.4477481	0.24738262	-0.0749067	-0.41034675	-0.14741079	-0.1195932	-0.14846292	0.16152607	-0.06789894	0.04823258	0.02003639	-0.19036408
7.63990744	0.17747557	-0.08169026	-0.0979379	0.04903822	-0.07102411	-0.17654607	-0.11378231	-0.17184311	0.01817494	-0.06757843	-0.14312575	-0.00662525	-0.1061871	0.06205022	0.13823495	-0.09806036	-0.05372879	-0.04081231	-0.1764285	-0.01300376	0.0230714	0.00751122	-0.07083689	0.63145858	-0.0119468	0.95066787	-0.15153894	-0.09281512	-0.18496745	-0.07241339	-0.08911738	-0.3456679	-0.13463929	-0.10971241	-0.08612392	-0.10925951	-0.9389077	-0.01810166	-0.98798721	0.00908851	0.06070688	-0.02017331	-0.48777621	-0.02309252	-0.07645605	0.07576898	-0.03295838	0.21301697	-0.15453121	-0.98992597	-0.06196282	-0.06487405	-0.17042224	0.10622668	0.03146452	0.095225	0.05151622	0.77844998	-0.06498561	-0.04675279	-0.1041511	0.096852	0.01069381	-0.00961366	0.04496716	0.07493052	0.08744652	0.08422403	-0.00138734	-0.11989686	0.36784046	-0.11687744	-0.05274474	0.00202016	-0.18643673	-0.08108457	-0.04997245	-0.18510489	-0.02912423	-0.10939638	0.06870995	-0.06218864	0.18731632	-0.58255601	-0.02173283	-0.3603933	-0.09157319	-0.04171622	0.22546668	0.28026745	0.62708521	0.82014185	0.08577253	-0.29166289	0.03970964	-0.12699902	-0.00922956	-0.06633815	-0.04223717	0.01701867	-0.42738926	0.03342642	-0.33830695	0.02868299	0.00918021	0.07903806	0.21336812	-0.05046561	-0.00896506	0.24816507	-0.06409011	-0.12090346	0.37084464	0.10192497	0.15683547	-0.0154926	-0.35165476	0.31068857	-0.0500257	-0.03251213	0.25764204	0.5149047	0.26327705	-0.31633902	0.15194796	0.02221395	-0.09272153	0.04577877	-0.01457163	-0.04216372	-0.0961453	-0.02779878	-0.18079173	0.08653904	0.07346357	0.21917254	-0.10679862	0.00687493	-0.91948943	0.01794821	-0.52716079	0.04567956	-0.08838055	-0.24633257	0.14370592	-0.18574023	-0.14307603	-0.11498148	-0.0132197	-0.21733075	0.08283877	-0.09435663	-0.31821477	-0.18228661	-0.23483566	0.0892268	0.13794764	0.30983645	0.37771235	0.03325449	-0.14703654	0.04923265	0.03929617	-0.87457177	-0.15248585	0.13992858	-0.02307373	0.36959922	0.29710444	-0.06450994	-0.46366915	-0.09077727	-0.17243867	-0.17122105	0.18332589	-0.05699774	0.06563887	-0.06557233	-0.25520982
7.62955706	0.19804499	-0.07988996	-0.07984786	0.07077335	-0.0721059	-0.17534297	-0.13851356	-0.16382529	0.02970132	-0.06129244	-0.1272832	-0.01460253	-0.08862013	0.06408435	0.14145567	-0.09307089	-0.06473955	-0.04163644	-0.18197845	-0.01665853	0.02896076	0.03897242	-0.07458463	0.6727435	-0.03125147	0.95612393	-0.11933501	-0.08780671	-0.18965179	-0.09604066	-0.05958135	-0.33890816	-0.12948574	-0.10313096	-0.07344557	-0.0156999	-1.0	-0.00215081	-0.95900143	0.0095393	0.05104687	-0.04978428	-0.54734346	0.00777372	-0.0578251	0.0596139	-0.01349604	0.22863259	-0.10317814	-0.9727868	-0.0705759	-0.09297882	-0.2175115	0.11120195	0.04925309	0.08062637	0.06436613	0.78696839	-0.05016965	-0.06717941	-0.10909107	0.09692216	0.00036147	-0.00499377	0.03419076	0.0640984	0.06212415	0.08113606	-0.02123588	-0.10289591	0.40994394	-0.1384532	-0.06412758	-0.01491398	-0.19740044	-0.07026571	-0.04305058	-0.15575574	-0.04044237	-0.11951616	0.06937355	-0.0587571	0.22378921	-0.53307884	-0.01271876	-0.40605263	-0.10070377	-0.04450706	0.19074927	0.31712878	0.64815438	0.83664344	0.09407509	-0.34656115	0.02203587	-0.13307315	-0.01747082	-0.08405833	-0.04212499	0.01125798	-0.49909247	0.03711495	-0.38904622	0.02833041	-0.03423572	0.05732328	0.20600162	-0.06485526	0.00999828	0.24593174	-0.04186579	-0.14572325	0.37185717	0.08961461	0.16128824	-0.0253395	-0.4396232	0.33213508	-0.07754716	-0.09613516	0.31681612	0.47199421	0.29681426	-0.36471274	0.11059881	0.02424182	-0.08917024	0.04265013	0.02065769	-0.05106243	-0.07831538	-0.05617993	-0.15018468	0.07790614	0.09828347	0.24541267	-0.13100814	0.02723288	-1.0	0.05330181	-0.55033914	0.05188908	-0.07607227	-0.20480363	0.13049253	-0.17113937	-0.14738929	-0.13213203	-0.01643559	-0.26771462	0.09375883	-0.11528328	-0.33579284	-0.13873155	-0.22467845	0.10650598	0.16868012	0.32014802	0.42212901	0.028268	-0.21548472	0.09856594	0.03009066	-0.87806205	-0.13326886	0.11911267	0.05511083	0.32868301	0.29667955	-0.0323113	-0.42755531	-0.09389012	-0.19602693	-0.19328106	0.21534	-0.06806528	0.0989224	-0.02488702	-0.32180489
