shift	isa/M000	isa/M003	isa/M014	isa/M002	isa/M011	isa/M016	isa/M018	isa/M240	isa/M009	isa/M019	isa/M007	isa/M030	isa/M027	isa/M198	isa/M004	isa/M136	isa/M032	isa/M202	isa/M213	isa/M083	isa/M204	isa/M088	isa/M023	isa/M065	isa/M015	isa/M005	isa/M072	isa/M038	isa/M173	isa/M071	isa/M203	isa/M012	isa/M057	isa/M201	isa/M218	isa/M197	isa/M001	isa/M067	isa/M135	isa/M205	isa/M074	isa/M195	isa/M066	isa/M047	isa/M132	isa/M238	isa/M043	isa/M008	isa/M138	isa/M056	isa/M211	isa/M013	isa/M006	isa/M075	isa/M031	isa/M087	isa/M039	isa/M131	isa/M035	isa/M207	isa/M080	isa/M224	isa/M022	isa/M044	isa/M194	isa/M079	isa/M121	isa/M026	isa/M144	isa/M208	isa/M010	isa/M242	isa/M141	isa/M021	isa/M054	isa/M103	isa/M042	isa/M017	isa/M111	isa/M196	isa/M209	isa/M142	isa/M137	isa/M233	isa/M086	isa/M033	isa/M048	isa/M241	isa/M235	isa/M212	isa/M089	isa/M090	isa/M062	isa/M091	isa/M078	isa/M219	isa/M134	isa/M084	isa/M073	isa/M024	isa/M102	isa/M143	isa/M068	isa/M045	isa/M139	isa/M229	isa/M108	isa/M133	isa/M081	isa/M210	isa/M064	isa/M029	isa/M120	isa/M226	isa/M149	isa/M237	isa/M230	isa/M097	isa/M128	isa/M184	isa/M113	isa/M096	isa/M076	isa/M118	isa/M191	isa/M059	isa/M222	isa/M025	isa/M155	isa/M098	isa/M239	isa/M174	isa/M232	isa/M020	isa/M095	isa/M040	isa/M069	isa/M231	isa/M110	isa/M092	isa/M105	isa/M037	isa/M223	isa/M225	isa/M156	isa/M206	isa/M119	isa/M236	isa/M215	isa/M221	isa/M063	isa/M220	isa/M093	isa/M126	isa/M130	isa/M041	isa/M183	isa/M169	isa/M228	isa/M180	isa/M094	isa/M154	isa/M157	isa/M124	isa/M214	isa/M140	isa/M123	isa/M122	isa/M175	isa/M147	isa/M186	isa/M159	isa/M058	isa/M053	isa/M052	isa/M227	isa/M127	isa/M150	isa/M099
6.02008057	0.73198372	-0.51569521	-0.03946718	-0.03416922	-0.01291176	-0.11382233	-0.04071496	0.02006244	0.02152808	-0.11621454	0.00585559	-0.21881469	-0.03703856	0.00056044	0.07196576	0.04893794	-0.0486556	-0.03658151	0.00620545	0.03951634	0.10167898	0.7697431	-0.1505247	-0.40953512	-0.11247689	0.10041088	-0.43528807	-0.02485613	0.22962261	-0.38864619	-0.01114483	0.00083299	0.16719403	0.00102007	-0.60368424	-0.04485068	0.018914	-0.3597043	0.2576767	0.08398764	0.26354416	-0.06493679	-0.80824554	0.56385536	-0.41912033	-0.05414639	-0.38417078	-0.03736215	-0.37316693	0.02180184	0.05620034	-0.04477341	-0.34639667	0.44887331	0.138403	0.09804754	0.29905511	-0.03758654	0.30159691	0.07790314	-0.03354185	0.41158947	0.22219913	-0.06415621	-0.01158805	0.02016389	0.0756081	0.4297747	0.01309971	-0.04964434	-0.30046274	-0.14235784	-0.11174008	-0.03966699	-0.21732098	-0.11216023	0.13823738	0.06871656	-0.05023291	0.05008362	-0.17021178	0.19975089	-0.28431915	-0.05425792	0.00787986	-0.15324236	-0.00284028	0.01522628	0.39284333	-0.13002364	-0.34253248	-0.193541	0.11509583	0.16946222	0.37842491	0.38085904	0.19887149	0.01633721	0.03787864	-0.00174328	0.11014722	0.00797285	0.16054795	-0.10733054	-0.25139443	0.06222475	0.34343866	0.05351802	-0.04351994	0.01783616	0.24705352	-0.01815705	-0.08005906	-0.23920191	0.38354649	-0.07752818	0.11289682	0.4212077	0.69668936	-0.60244415	-0.07641101	-0.06261751	-0.10662172	-0.1220409	0.02622225	0.30460248	0.30578785	0.02490035	0.30620717	-0.44016625	0.11857884	-0.17986141	-0.15763486	0.33247306	-0.03027233	0.20349832	0.03906989	0.28276178	-0.11134508	0.18427988	0.35358188	-0.13917781	-0.01418866	-0.50254171	0.20690829	-0.04958147	-0.00957718	0.28060309	0.12543669	0.2397393	0.20505918	0.04539182	0.02446893	0.10448452	0.34449528	0.08803823	-0.28778322	-0.09375173	-0.11170921	0.17683699	-0.16175389	0.44894404	0.09522051	-0.31897079	0.0653432	0.15657478	0.06700514	-0.01638353	-0.02457599	0.41718423	0.6390815	0.35684769	-0.21549148	-0.12025425	-0.14959643	0.04406532	0.08457437	0.49040708	-0.03398172
6.01107132	0.58531922	-0.44510909	-0.11188849	-0.02877712	-0.01187595	-0.08786328	0.01014851	0.00189523	-0.07710856	-0.13546248	-0.09455644	-0.21382592	-0.05057731	-0.02185381	0.0516781	0.02961234	-0.01468453	-0.09335798	-0.00565709	-0.05577526	0.07060856	0.48340807	-0.14360773	-0.44942839	-0.12180036	-0.036897	-0.23517146	-0.03059256	0.15629829	-0.37473237	0.47816897	-0.01881201	0.10657878	-0.01198549	-0.5138883	0.07997688	0.09915106	-0.35882211	-0.02844098	0.04296909	0.27070126	-0.06550673	-0.56870749	0.59078906	-0.38603108	-0.14299926	-0.28549923	-0.03293624	0.06692272	0.01755603	-0.09505685	0.01777547	-0.15468138	0.29777528	0.08244378	0.12072351	0.20476086	0.01067917	0.18640125	-0.14679284	-0.0353184	0.35276264	0.13456851	-0.06697289	-0.00660992	0.02771031	0.15191736	0.36144468	0.11554026	-0.00533883	-0.40954337	0.09783039	0.02232015	0.05375995	-0.19131992	-0.16679359	0.13778952	0.10868528	-0.032656	-0.01394889	-0.08804794	0.17811998	-0.20629245	0.06157233	-0.01380628	-0.10973079	-0.09809021	-0.04630731	0.86280439	-0.16115359	-0.12862799	-0.13061387	0.09874844	0.21428597	0.21248553	0.51945933	0.20626643	-0.00579045	0.09862742	0.06832184	0.24126566	-0.04052251	0.08959461	-0.13117048	-0.04729785	0.05870506	0.1967837	-0.03532582	-0.00834177	0.15886914	0.19523366	0.07043527	0.12214603	-0.36403507	0.58655685	-0.07442613	-0.15907251	0.0068898	0.25313083	-0.2772363	-0.58440045	-0.06805634	-0.21217118	-0.14986396	0.04246915	0.18406675	0.15039628	-0.0961244	0.28505175	-0.34631791	0.18547799	-0.18242555	-0.26349569	0.21129194	0.28709865	0.18348071	0.02906983	0.15665767	-0.22996309	0.06549133	0.00120698	-0.07881319	0.00462338	-0.45811336	0.29871367	0.0765446	0.36425246	0.17795169	0.09916228	0.3398676	0.11531477	-0.12822059	0.0557625	0.86433378	0.21984483	0.13844866	-0.19293331	-0.22339572	-0.01365276	0.23400466	0.06613011	-0.12905046	0.05718385	-0.38211324	0.09604364	0.00395763	0.25810773	-0.0918919	0.1778133	0.2394046	0.1092978	0.20127627	-0.15178075	-0.0831029	-0.12235503	0.02494424	0.09693365	0.22289509	-0.09217379
5.99956963	0.59493441	-0.4660768	-0.27220255	-0.15519309	-0.14582204	-0.05764825	-0.02945446	-0.07100448	-0.13032175	-0.14469536	-0.27994511	-0.18272783	-0.0790312	-0.01841726	0.10299655	-0.01975902	-0.01219149	0.03021863	-0.00065305	0.04248246	0.17832947	0.60448072	-0.14301332	-0.492573	-0.10733253	0.03393702	-0.43627794	-0.06205017	-0.12622003	-0.19854611	0.02520273	-0.01654791	0.01024477	-0.06327586	-0.4361693	-0.00397697	0.2322852	-0.42682158	-0.02587036	0.00784276	0.20651491	-0.04155302	-0.25650765	0.93907952	-0.1613521	-0.06041462	-0.63747301	-0.01450225	-0.3485304	-0.0646274	0.06642712	0.09111004	-0.15315927	0.42398237	0.10232507	0.06181577	0.18734453	-0.10277006	0.18424603	-0.11495375	-0.08399304	0.27755693	0.18222801	-0.03169473	0.05079438	0.0436153	0.14051902	0.31458958	-0.0168149	-0.03013664	-0.36424126	-0.12562574	-0.04075283	0.02070628	-0.14167049	-0.15353005	0.16597341	0.12205873	-0.0545309	-0.05240141	-0.11774927	0.10370383	-0.2309736	-0.14018296	-0.0808397	-0.02886059	-0.05893347	0.0638558	0.30251259	-0.31536978	-0.34658912	-0.06682805	0.07355627	0.15505799	0.28116994	0.22570445	0.04332002	0.09077274	0.0336706	0.07343608	0.18145971	-0.20752424	0.28897607	-0.09127318	-0.04203775	0.08843288	0.11581798	0.10001179	-0.07963458	0.05021251	0.11097359	0.11297581	0.08616001	-0.183918	0.50485178	-0.05177101	-0.03443806	-0.10273203	0.00998397	-0.25883369	-0.05676517	0.19675718	-0.40031413	-0.06420529	-0.0425633	0.21685073	0.2279519	-0.02409213	0.15290025	-0.38291164	-0.30223375	-0.14880617	-0.11626463	0.19295016	-0.00539882	0.09328713	0.03637958	0.14531984	0.19935015	-0.08181343	-0.34188364	-0.28110508	0.0449664	-0.32093746	0.06952635	0.10649035	0.21286361	0.15263764	0.15678834	0.41945778	0.09328937	0.02265777	-0.063302	0.35518177	0.45983921	0.0776186	-0.17047499	-0.3359272	-0.00968371	0.26372469	0.27128027	0.40667681	0.04174394	-0.02385486	0.05779526	0.03758921	-0.07368222	-0.3902269	0.18484468	0.7717236	0.06146423	0.18769672	-0.05325588	-0.07210631	-0.12580337	-0.04579202	0.12812395	0.54256918	-0.01851397
5.99568259	0.50997964	-0.42878163	-0.20135183	-0.01063209	-0.07378415	-0.0513753	-0.05905796	-0.0647821	-0.0788599	-0.04832775	-0.12735925	-0.15764665	-0.01052929	-0.0021368	0.08443	-0.03568217	-0.03578962	-0.02306181	0.00641836	0.0333338	0.13348938	0.42627023	-0.09917419	-0.2074382	-0.03321818	0.04784716	-0.28520013	-0.07376649	0.11651041	-0.29243622	0.35046857	0.03602167	0.08344061	-0.05715383	-0.43280933	0.11420638	0.14415473	-0.23682954	0.01774303	0.00095675	0.16042804	-0.02403771	-0.38248574	1.0	-0.3940374	0.02563653	-0.33829552	0.03035757	0.17778654	0.04349984	-0.02287675	0.0197559	-0.18876021	0.32633925	0.04858113	0.01080066	0.18838851	-0.02170092	0.13643438	-0.0892514	-0.01271484	0.20533726	0.18413684	-0.04167543	0.08233875	0.09740511	0.09791721	0.29726512	0.03879992	-0.01613417	-0.30585172	-0.03181155	0.06255185	-0.00816973	-0.14735674	0.11882599	0.1083607	0.15155411	-0.01214229	0.06681503	-0.14060628	0.14590647	-0.12593394	-0.10482866	-0.0748812	-0.0848011	-0.06406351	0.12989242	0.13855401	-0.2150882	-0.29905987	-0.07719327	0.06644693	0.1977077	0.42996523	0.38292909	0.13679569	0.03528838	0.13865554	0.0138583	0.2887947	-0.1287407	0.18645561	-0.15572959	0.00647487	0.10930321	0.15870041	0.01030585	-0.15283816	-0.12382554	0.11966223	0.01651091	0.29176368	-0.21599717	0.69326551	-0.18804804	0.01733911	-0.05560663	0.3792916	-0.25031899	-0.0749013	-0.13571879	-0.40261891	0.00723995	-0.04942211	0.19948851	0.29971626	0.00274668	0.16013325	-0.41790734	-0.15448376	-0.06021653	-0.28098748	0.17195478	-0.10278261	0.17967734	0.31057038	0.12583921	-0.11226805	-0.07929574	-0.09031454	-0.10409526	0.09560517	-0.57652858	0.08377884	0.09500314	0.4339212	0.06170696	0.12519283	0.24928568	0.12645299	-0.09170312	-0.01348608	0.81538512	0.26082067	0.07159725	-0.05539238	-0.25472252	-0.07136823	0.15153898	-0.04447603	0.52274614	-0.01067957	-0.2467734	0.07413432	-0.16618637	-0.0064154	0.02883373	-0.15493782	0.41643737	0.28439349	0.30791667	-0.10460778	-0.04217422	-0.08429296	-0.07525272	0.01931543	0.19130122	0.06177527
5.98390494	0.64945432	-0.40355272	-0.24620415	-0.17511177	-0.18348618	-0.08857445	-0.03571324	-0.06242806	-0.15863002	-0.16805556	-0.15587633	-0.14019486	-0.05226805	-0.04055331	0.11411991	-0.03115895	-0.10180697	-0.07592927	0.01666142	0.00129899	0.12326598	0.38604568	-0.09172626	-0.5127342	-0.0900895	0.0198721	-0.34816619	-0.12422373	0.348662	-0.09931555	-0.02230721	-0.01283214	0.07553784	-0.18728088	-0.09279481	0.28011336	0.1174297	-0.37420115	-0.05911139	0.02242589	0.40025651	0.06081848	-0.35284907	0.84270604	-0.04324252	-0.09784052	-0.75783204	-0.05930021	-0.77495991	-0.04330651	0.08473731	0.07420566	-0.24310031	0.39898413	0.12128516	-0.04396445	0.21926612	-0.03899927	0.10938302	-0.11600459	-0.01044163	0.327231	0.20014753	-0.08074565	0.1302979	0.15288607	0.11200282	0.35511401	0.01778586	-0.05603497	-0.32714682	-0.06523417	-0.05736283	-0.02495389	-0.21687116	-0.01849568	0.20434894	0.08242403	-0.04924606	-0.20028919	-0.11193127	0.25911897	-0.20984847	-0.00997748	-0.02402706	-0.10065889	-0.09255796	0.06730438	0.21786629	-0.27991608	-0.33024357	-0.03399291	0.12539621	0.27227208	0.35336937	0.16991366	0.01856555	0.05462704	0.03159841	0.11473046	0.37190057	-0.14112546	0.28921415	-0.17025928	0.00748488	0.13300623	0.41735091	-0.26997823	-0.07429006	0.1120552	0.20202456	0.11913133	0.07130105	-0.108804	0.47858032	0.02340382	-0.0227745	-0.21191966	0.4976807	-0.29988094	-0.03747046	-0.0539509	-0.19198059	-0.14230733	-0.1489762	0.19889117	0.42359769	-0.05497125	0.27244518	-0.08993391	-0.23107455	0.12432146	-0.03459518	0.10427325	0.15676125	0.08120117	0.31327226	0.34185264	0.09171898	0.28823754	-0.42463083	-0.26182321	0.00288641	-0.05083947	0.03883304	-0.00975563	0.27941887	0.25046884	0.18183909	0.5237031	0.04574414	0.06831661	0.02228988	-0.00737945	0.28559784	0.04166409	-0.63943894	-0.16108222	-0.05011481	0.26897738	-0.40606316	0.14715004	0.10438397	-0.02723172	0.09341027	0.13525083	-0.00126541	-0.27698975	0.38068083	0.61021646	0.38663572	0.54304019	-0.1003372	-0.12870585	-0.15997017	0.19484191	0.17084114	0.22869055	0.06554387
5.98078878	0.33711144	-0.18235652	-0.24634081	-0.08343315	-0.12447981	0.03638899	0.06566793	0.02627042	-0.09000639	-0.08781979	-0.10948005	-0.0495508	-0.06751882	-0.11543907	0.08330668	-0.01118033	-0.02888836	0.00680991	0.02726995	-0.06126737	0.04928928	0.22503125	-0.04375582	-0.25755343	0.04364131	-0.01437726	-0.07405765	-0.05755447	-0.08022726	0.03134725	0.14285478	0.05638461	-0.00122683	-0.1806451	0.09906033	0.29449378	0.13403881	-0.05558028	0.08459524	0.04477062	0.20881302	0.04132949	0.04498791	0.77057246	0.09748913	-0.04535289	-0.34585277	-0.0893239	-0.44269804	-0.00179075	0.073163	0.07061825	-0.00806476	0.11953715	0.01043278	-0.02558756	0.10818981	-0.01915288	0.0954355	-0.11567526	0.01178749	0.06950413	0.09132513	-0.12263969	0.11762747	0.02611787	0.15895497	0.16333914	0.11792993	-0.06690748	-0.38979779	0.05826473	0.06672324	0.03162841	-0.10254764	-0.1573611	0.08553914	0.19249502	-0.0012608	-0.04047702	-0.06673767	0.15634215	-0.09858221	0.19436993	-0.03611255	0.03663893	-0.04914159	0.09745413	-0.00302235	-0.25659125	-0.34343592	-0.05617527	4.319e-05	0.37426834	0.21572024	0.21933023	-0.04613474	0.02554297	-0.05238387	0.04654242	0.06681606	-0.18168953	0.02813106	-0.11098624	0.16271903	0.07524734	0.03338847	-0.14559106	-0.06054854	0.03139988	0.0805319	0.138516	0.06491431	-0.0131537	0.00816593	-0.02679737	-0.13617158	-0.32216092	0.52359607	-0.00408733	-0.14520856	-0.17124409	-0.45580005	0.14180993	0.0006783	0.06233122	0.26001554	-0.08652369	0.39840829	0.19480303	-0.19661597	0.29397052	-0.28132586	0.04493263	0.1691854	0.00244637	0.14717475	-0.06421412	-0.25483831	0.09341293	-0.33316319	-0.18962201	0.03780493	0.40703306	0.19268767	-0.01927363	0.1250601	0.06287465	0.13107021	0.23607457	-0.01641136	0.09782883	0.0472369	0.028732	-0.12081002	-0.0064848	-0.35124323	-0.06337503	-0.27116115	0.10791708	0.14842686	-0.00957533	-0.01971108	0.30360751	0.0329149	-0.10309685	0.1493099	-0.17816395	-0.2258324	0.11624199	-0.22733786	0.22495821	-0.00322768	-0.0871023	-0.1352976	0.15687603	-0.14771846	0.30279712	0.12535253
5.97056593	0.26101169	-0.40817331	-0.15197167	-0.15736405	-0.03164537	-0.0754683	0.00397558	-0.13230372	-0.16259624	-0.07561835	-0.23245391	0.04089645	-0.06998783	-0.03837917	0.09760367	-0.01734376	-0.05049966	0.03616663	0.02867731	-0.00385149	0.06257108	0.2354464	0.00326052	-0.36372987	0.00839193	0.00863233	-0.44961532	-0.03787736	-0.34625115	-0.19258774	0.03900696	-0.02069671	0.00960164	-0.17540616	-0.40538141	-0.12464743	0.40648517	-0.21072924	0.1930788	0.03475845	0.06317113	0.1171275	-0.14617463	0.16843897	-0.2316712	-0.15111453	-0.62995143	-0.02135775	-0.59279809	0.07659494	0.07526899	0.22403156	-0.10157205	0.18158143	-0.10172555	-0.07465484	0.16561492	0.10893288	0.11446247	-0.19618993	0.02486088	0.12866737	0.11482593	-0.09247566	0.0707727	0.10687679	-0.09958453	0.12991668	0.06712025	-0.06493186	-0.28939065	0.09749585	0.03970977	-0.01463774	-0.10196034	-0.13639554	0.17637381	-0.05738059	-0.00520192	-0.01203742	-0.06916207	0.1508237	-0.20186781	-0.04734031	-0.09554345	0.07129191	-0.03328561	0.0746723	-0.11149463	-0.23161733	-0.11041948	-0.07029017	0.0637863	0.40727837	0.0927771	0.24180764	0.02031781	0.09285935	0.19974599	0.34764497	0.36402956	-0.09477597	0.31149027	-0.07738438	0.04065884	0.16896815	-0.06050174	-0.00301369	-0.15354573	0.19327691	0.03076914	0.06419784	0.55975409	-0.25804965	0.25612921	-0.02180968	0.09806706	-0.06097824	0.20728152	0.2121301	0.24674005	0.10500646	-0.38185581	-0.05385093	0.57279789	0.09888914	0.14257685	-0.06653704	0.14562749	-0.19149402	-0.13659578	0.14924812	-0.25781459	0.12726723	0.1854605	0.01155447	0.14630813	0.46180242	0.12236539	0.27211426	-0.33286035	-0.37297963	0.09990396	-0.51698967	0.1555342	0.00373531	0.18498216	0.12899837	0.14222652	0.29792858	0.07761134	0.08823068	0.48110424	-0.10708962	0.19175663	-0.03684581	-0.09093984	-0.4459777	-0.13287489	-0.03184404	0.11284291	0.49152947	0.040101	0.2009228	-0.04753764	0.03950134	0.47689424	-0.36078913	0.04632499	0.31332641	0.1899311	0.15167342	-0.05167159	-0.08549242	-0.19200095	0.36358253	0.16873656	0.24313838	0.02389405
5.96478726	-0.00827238	-0.02568742	-0.00383042	-0.15874189	0.01565107	-0.01522701	0.03019177	-0.07648949	-0.17550092	-0.01745961	-0.0493083	0.08957643	0.03600214	-0.03473268	-0.06930727	-0.00785808	-0.06786679	0.14202285	0.0491226	-0.07631112	-0.01977191	0.03798485	0.1350785	-0.51377377	0.00608024	-0.10616481	0.01772528	-0.00199665	-0.21428701	0.02866186	0.29250314	0.00559554	0.00541136	-0.16409097	0.50989148	-0.0150091	0.20247002	-0.10022833	0.21932466	0.02228166	-0.01110212	0.0614965	-0.04505182	0.04726795	0.42654163	0.01061243	-0.14643232	-0.00997563	-0.37694904	0.12352135	0.05901578	0.04846042	0.0504012	0.01309659	-0.13810013	0.09129317	-0.04773555	-0.12709737	0.00438209	-0.21277741	-0.07498197	0.02855282	0.02045463	-0.06449204	0.1769293	0.05989	-0.01175095	-0.00467829	0.04919584	-0.04700115	-0.18476828	0.1813911	-0.0100407	-0.01685508	0.00974587	-0.16062139	0.07579114	0.04280146	0.03284346	-0.05061712	0.17331373	0.00642411	0.10276946	-0.03517236	0.00361399	0.0955011	-0.00325853	0.00639441	0.01141478	-0.34884483	-0.54709515	-0.18110389	0.01247056	0.0484418	-0.01776444	-7.28e-06	0.08515134	0.10251779	-0.01713365	0.18138437	0.15894833	-0.06085458	0.27800528	-0.0456067	0.13064382	0.10776309	0.42201768	-0.13566577	-0.15079016	0.17357439	-0.00773887	0.01526486	0.11053649	0.13932913	-0.17501257	0.02508835	0.09573951	-0.15159246	-0.27498647	0.02025395	0.57514743	0.09211272	-0.42454536	0.01367756	0.3796735	0.02742066	0.05355146	0.00258793	0.17720667	-0.00469271	-0.20709089	-0.10476265	0.11157895	0.03715699	0.03700823	-0.12837012	0.10188708	0.00572729	0.3156192	0.12918816	-0.23747591	-0.13466249	0.00499679	0.93575574	-0.08442415	0.03967757	-0.03214074	0.18520068	0.04252815	0.19893964	-0.07537983	0.10914214	0.06889987	-0.2934914	0.03440712	-0.15354661	-0.44318592	-0.14686004	-0.39371645	-0.20785457	-0.04143756	0.65741809	-0.05413668	0.05862708	-0.00577754	-0.07328556	0.22334854	0.0422216	-0.00238016	0.1349916	0.01880531	0.07436812	0.07734491	-0.02142284	-0.204304	0.30943718	0.03221175	-0.00126498	-0.06818071
5.9539804	0.02746064	-0.11226105	-0.26186208	-0.08259037	-0.11348902	-0.15176355	0.11652765	-0.10543348	-0.06853329	-0.14688702	-0.19986709	-0.14908107	0.0221103	0.01283557	0.15693089	0.01091019	-0.07959305	-0.10008694	-0.02565694	-0.0473417	0.05184778	0.13107545	-0.11587527	-0.13288739	-0.07777101	0.03893872	-0.07844195	-0.08020141	0.02749283	0.0725219	-0.00363839	-0.05466594	-0.04402921	-0.10607986	-0.26706558	0.06650182	0.042509	-0.05463836	-0.07867681	0.03953322	-0.04304593	0.16045229	-0.25939489	0.13520249	-0.07432436	0.01209195	-0.44211896	-0.07054701	-0.1850969	-0.07682516	0.08930415	0.18060792	0.35315203	-0.04519029	-0.08270338	0.05681674	0.00455009	0.21643055	-0.17846932	-0.02946605	-0.02863387	0.0040943	0.04237827	-0.07510411	0.04051044	0.14561522	-0.12104562	-0.05123783	0.12699483	0.04371379	-0.09556426	-0.09583825	0.28471578	-0.08639442	-0.01551961	-0.02305427	0.06113728	-0.12761852	-0.01768871	-0.0166577	-0.05547045	0.12612883	-0.19047337	-0.2162334	-0.05724293	0.03098883	-0.02717968	-0.04585469	0.06261967	-0.12525471	0.15857688	-0.10587418	0.02392778	0.04858555	0.02688506	-0.17604215	-0.00329072	0.04963101	-0.01875115	0.46130192	-0.09052579	-0.14068555	0.12482784	-0.08032931	0.21303145	0.21700416	0.02244924	0.06590639	0.02534442	0.40613562	-0.01888563	-0.02201562	0.24070656	-0.14894697	-0.10311858	0.16091228	0.11873992	-0.27393943	0.53997491	-0.14462379	-0.03628273	0.03728964	-0.04265784	0.151432	0.86612714	-0.01273383	0.13937083	-0.00324848	-0.07573754	-0.1294795	-0.26741466	0.33217875	-0.02937767	-0.01258199	0.33871411	0.02347553	0.15123264	0.06280088	0.17649609	0.16687886	-0.23105564	-0.22660912	-0.08601763	-0.34734804	0.09903291	-0.09569647	-0.22020385	0.05388698	0.10264773	-0.00723479	-0.06549558	0.22513613	0.38382263	-0.14705489	0.1550233	-0.07545569	-0.17085261	-0.15640334	-0.18844722	0.08383568	0.18821037	-0.30055997	-0.06346155	-0.25012011	-0.07551724	0.30238098	-0.16639286	0.20766556	-0.085485	0.07603721	-0.16041779	0.03308246	-0.00520317	-0.01365586	-0.06207446	0.50952893	0.29179095	-0.01452221	0.15407631
5.9502166	0.53257478	-0.22301118	-0.19768414	-0.02762494	-0.04774411	-0.06241157	0.01536021	-0.00641204	-0.05646474	-0.13563645	-0.13515582	-0.1654374	0.07730567	0.03215692	0.07250207	0.07588822	-0.01990835	-0.09848311	-0.05312621	-0.09057284	0.1082659	0.4489497	-0.07875346	-0.06474007	-0.10474945	0.07100404	-0.12126944	-0.01316118	0.45719472	-0.22814527	0.0001673	0.01221204	0.11569708	-0.05631965	-0.34821686	0.218886	0.18357884	0.12344995	0.10144332	0.08882912	0.26910963	0.12663893	-0.43897636	0.40843608	-0.2409804	-0.14808044	-0.24867853	-0.02988716	-0.11246732	0.05197965	-0.04916396	0.01272823	0.05936997	0.29821019	0.00926996	-0.38716819	0.09040024	-0.06470167	0.0505999	-0.02981225	-0.07857645	0.10820641	0.13628153	-0.05682961	0.13267426	-0.07543724	-0.08029291	0.19048679	0.00342688	0.02619768	-0.25458374	-0.17775908	0.183478	-0.02830434	-0.08509364	0.10863932	0.08261244	0.07546298	0.06883554	0.07807617	-0.02448087	0.05417863	-0.09637462	0.16100151	-0.05021464	-0.15094566	-0.07243816	-0.10395866	0.13762837	-0.13898687	0.33592188	-0.1105129	0.04237859	0.17787541	0.25244323	0.17386102	0.01458725	-0.05302136	0.0596208	0.13329991	-0.0417144	-0.12882515	-0.09248177	-0.04990851	-0.10478743	-0.04221166	0.24459398	0.08078716	-0.01489648	0.03874505	0.15238446	0.0471587	-0.08140959	-0.17343903	0.24563969	0.07684435	-0.1555964	-0.19479884	0.7706054	0.01402715	-0.4036166	0.04833176	-0.18102982	-0.1483058	0.8142678	0.20997443	0.31957319	-0.0090106	-0.0347074	-0.13143946	-0.17790461	-0.07552078	-0.0934369	0.21353022	-0.00258221	0.10756132	0.34837302	0.2659697	-0.02142993	0.01234152	0.01087102	-0.14479281	-0.01050457	-0.31656398	0.2115696	-0.0266617	-0.01647525	0.08003705	0.05610363	0.33299443	0.05247106	-0.11011034	0.11020565	0.09664559	0.32055916	0.05439038	-0.17249137	-0.13903132	-0.07167747	0.36596142	0.14121231	0.1209147	0.08836572	-0.17541908	0.09059473	-0.13641071	-0.23445076	-0.2276425	0.09811425	0.25268534	0.16380071	0.33022009	-0.1553726	-0.06842672	-0.08353376	0.02418083	0.0950511	0.08359113	-0.02404871
5.86025971	0.25789108	-0.58350118	-0.23701774	-0.24102032	-0.10902702	-0.14331353	0.05669275	-0.18549794	-0.32839601	-0.15192699	-0.35314162	-0.17996731	-0.03806945	-0.05910524	0.20774345	-0.04843387	-0.06881871	-0.03714272	-0.066494	0.001434	0.14154901	-0.04158266	-0.13433202	-0.49662938	-0.08011206	0.06091081	-0.71123524	-0.05269222	0.17518986	-0.21363642	0.00028579	-0.02451818	-0.02121924	-0.16286311	-0.63020168	-0.13620233	0.31344047	-0.3328655	0.06006921	0.011822	0.23523184	0.19508458	-0.63430885	0.32971244	-0.3800622	-0.03368901	-1.0	-0.04533324	-1.0	-0.05144217	0.13106202	0.33326605	-0.03201203	0.37444001	-0.10435859	0.10214627	0.22330229	0.10315683	0.02525791	-0.38867042	0.05563159	0.12787544	0.30442522	-0.01852338	0.05845241	0.29156275	-0.0042834	0.20354548	0.07721966	-0.03031784	-0.32341886	-0.07952879	0.096943	-0.02099393	-0.25135458	-0.0580143	0.24364978	-0.23188346	0.07397425	0.02334734	-0.06453344	0.33413869	-0.26127497	-0.01906918	-0.08468163	-0.06113314	-0.03161909	0.01141543	0.291459	-0.29002677	-0.20973597	-0.0105627	0.10085912	0.52125123	0.43295691	0.40987326	0.06960776	0.04419078	0.25131007	0.15362735	0.20938484	-0.18956164	0.36154799	-0.09836902	-0.01181018	0.29001596	0.18185944	0.07810233	-0.12922948	0.26488852	0.05070855	0.14858692	0.39236074	-0.1513695	0.09141576	0.00785525	0.07171965	-0.04760116	0.52269343	-0.101382	-0.00467495	0.22713369	-0.25667313	-0.04557397	0.18421903	0.10471948	0.5110526	-0.03952073	-0.04753768	-0.39247401	-0.23616392	0.28816899	-0.07519045	0.1842304	0.40576673	-0.11671134	0.43794901	0.42956431	0.11067095	0.36921359	-0.70301247	-0.41558582	0.06186713	-0.57538984	-0.01006883	0.09755589	0.1911428	0.33121994	0.25272109	0.58639158	0.0449088	0.135438	0.24813776	-0.12345645	-0.00665214	-0.27858494	-0.20996207	-0.04273208	0.01483514	0.09956686	0.21086476	0.0893729	-0.00423049	-0.16369302	0.00095442	0.16733706	0.10600935	-0.05551322	0.17554235	-0.02964576	-0.02761195	0.54161108	-0.0644263	-0.1568398	-0.18316632	0.21029524	0.33671466	0.01986633	0.11426578
